Wall time,Step,Value
1677517508.571893,4198400,-5.082973957061768
1677517515.5599601,4208640,-5.081353664398193
1677517517.1148055,4210688,-5.078295707702637
1677517518.429433,4212736,-5.075781345367432
1677517519.7190363,4214784,-5.0760650634765625
1677517533.9171672,4235264,-5.075918674468994
1677517535.2006764,4237312,-5.081533908843994
1677517538.0983162,4241408,-5.160127639770508
1677517543.511886,4249600,-5.4990949630737305
1677517549.1882832,4257792,-5.345236301422119
1677517550.4697778,4259840,-5.312938690185547
1677517557.6445465,4270080,-5.254541397094727
1677517560.1709018,4274176,-5.215312480926514
1677517561.7242274,4276224,-5.1924357414245605
1677517564.543184,4280320,-5.165909290313721
1677517565.8728752,4282368,-5.15456485748291
1677517567.1871305,4284416,-5.142265319824219
